
discount: 0.9405, reward_arr: 0, gv: [0.05051149], vk+1: [0.05102171], vk: [0.0516235], at_first: [-0.00104585], a_t: [-0.00111201]
discount: 0.88454025, reward_arr: 0, gv: [0.05102979], vk+1: [0.05154524], vk: [0.05102171], at_first: [7.1439267e-06], a_t: [-0.00110441]
discount: 0.8319101051250001, reward_arr: 0, gv: [0.05124738], vk+1: [0.05176503], vk: [0.05154524], at_first: [-0.00024779], a_t: [-0.00136788]
discount: 0.7824114538700626, reward_arr: -2, gv: [0.05171687], vk+1: [0.05223927], vk: [0.05176503], at_first: [-1.5648606], a_t: [-1.6652282]
discount: 0.7358579723647939, reward_arr: -2, gv: [0.05116948], vk+1: [0.05168634], vk: [0.05223927], at_first: [-1.4725032], a_t: [-3.2308881]
discount: 0.6920744230090886, reward_arr: -2, gv: [0.05061273], vk+1: [0.05112397], vk: [0.05168634], at_first: [-1.3848919], a_t: [-4.703394]
discount: 0.6508959948400478, reward_arr: -2, gv: [0.05109179], vk+1: [0.05160787], vk: [0.05112397], at_first: [-1.301813], a_t: [-6.087565]
discount: 0.6121676831470649, reward_arr: -2, gv: [0.05130728], vk+1: [0.05182554], vk: [0.05160787], at_first: [-1.2245194], a_t: [-7.3895526]
discount: 0.5757437059998146, reward_arr: -2, gv: [0.05126837], vk+1: [0.05178623], vk: [0.05182554], at_first: [-1.1518083], a_t: [-8.614229]
discount: 0.5414869554928257, reward_arr: -2, gv: [0.05122941], vk+1: [0.05174688], vk: [0.05178623], at_first: [-1.0832756], a_t: [-9.766037]
discount: 0.5092684816410026, reward_arr: -2, gv: [0.05145988], vk+1: [0.05197968], vk: [0.05174688], at_first: [-1.0186831], a_t: [-10.849167]
discount: 0.4789670069833629, reward_arr: -2, gv: [0.05194678], vk+1: [0.05247149], vk: [0.05197968], at_first: [-0.95794976], a_t: [-11.867721]
discount: 0.45046847006785284, reward_arr: -2, gv: [0.05165588], vk+1: [0.05217766], vk: [0.05247149], at_first: [-0.90130436], a_t: [-12.826045]
discount: 0.4236655960988156, reward_arr: -2, gv: [0.05214665], vk+1: [0.05267339], vk: [0.05217766], at_first: [-0.8473443], a_t: [-13.726995]
discount: 0.3984574931309361, reward_arr: -2, gv: [0.05263076], vk+1: [0.05316239], vk: [0.05267339], at_first: [-0.796932], a_t: [-14.574345]
discount: 0.3747492722896454, reward_arr: -2, gv: [0.05318858], vk+1: [0.05372584], vk: [0.05316239], at_first: [-0.7494887], a_t: [-15.371249]
discount: 0.35245169058841147, reward_arr: -2, gv: [0.0537146], vk+1: [0.05425717], vk: [0.05372584], at_first: [-0.7049073], a_t: [-16.120752]
discount: 0.331480814998401, reward_arr: -2, gv: [0.05339038], vk+1: [0.05392967], vk: [0.05425717], at_first: [-0.66324896], a_t: [-16.825962]
discount: 0.3117577065059961, reward_arr: -2, gv: [0.05276285], vk+1: [0.05329581], vk: [0.05392967], at_first: [-0.6238792], a_t: [-17.489311]
discount: 0.9405, reward_arr: 0, gv: [0.05102979], vk+1: [0.05154524], vk: [0.05102171], at_first: [7.595882e-06], a_t: [8.076429e-06]
discount: 0.88454025, reward_arr: 0, gv: [0.05124738], vk+1: [0.05176503], vk: [0.05154524], at_first: [-0.00026347], a_t: [-0.00027206]
discount: 0.8319101051250001, reward_arr: -2, gv: [0.05171687], vk+1: [0.05223927], vk: [0.05176503], at_first: [-1.6638603], a_t: [-1.7693951]
discount: 0.7824114538700626, reward_arr: -2, gv: [0.05116948], vk+1: [0.05168634], vk: [0.05223927], at_first: [-1.5656599], a_t: [-3.4341054]
discount: 0.7358579723647939, reward_arr: -2, gv: [0.05061273], vk+1: [0.05112397], vk: [0.05168634], at_first: [-1.4725059], a_t: [-4.9997683]
discount: 0.6920744230090886, reward_arr: -2, gv: [0.05109179], vk+1: [0.05160787], vk: [0.05112397], at_first: [-1.3841711], a_t: [-6.471508]
discount: 0.6508959948400478, reward_arr: -2, gv: [0.05130728], vk+1: [0.05182554], vk: [0.05160787], at_first: [-1.3019878], a_t: [-7.855865]
discount: 0.6121676831470649, reward_arr: -2, gv: [0.05126837], vk+1: [0.05178623], vk: [0.05182554], at_first: [-1.2246764], a_t: [-9.15802]
discount: 0.5757437059998146, reward_arr: -2, gv: [0.05122941], vk+1: [0.05174688], vk: [0.05178623], at_first: [-1.1518081], a_t: [-10.382696]
discount: 0.5414869554928257, reward_arr: -2, gv: [0.05145988], vk+1: [0.05197968], vk: [0.05174688], at_first: [-1.0831294], a_t: [-11.5343485]
discount: 0.5092684816410026, reward_arr: -2, gv: [0.05194678], vk+1: [0.05247149], vk: [0.05197968], at_first: [-1.0185537], a_t: [-12.61734]
discount: 0.4789670069833629, reward_arr: -2, gv: [0.05165588], vk+1: [0.05217766], vk: [0.05247149], at_first: [-0.9583247], a_t: [-13.636292]
discount: 0.45046847006785284, reward_arr: -2, gv: [0.05214665], vk+1: [0.05267339], vk: [0.05217766], at_first: [-0.9009509], a_t: [-14.594241]
discount: 0.4236655960988156, reward_arr: -2, gv: [0.05263076], vk+1: [0.05316239], vk: [0.05267339], at_first: [-0.8473492], a_t: [-15.495197]
discount: 0.3984574931309361, reward_arr: -2, gv: [0.05318858], vk+1: [0.05372584], vk: [0.05316239], at_first: [-0.79690456], a_t: [-16.342518]
discount: 0.3747492722896454, reward_arr: -2, gv: [0.0537146], vk+1: [0.05425717], vk: [0.05372584], at_first: [-0.7495027], a_t: [-17.139437]
discount: 0.35245169058841147, reward_arr: -2, gv: [0.05339038], vk+1: [0.05392967], vk: [0.05425717], at_first: [-0.7052089], a_t: [-17.88926]
discount: 0.331480814998401, reward_arr: -2, gv: [0.05276285], vk+1: [0.05329581], vk: [0.05392967], at_first: [-0.6633484], a_t: [-18.594574]
discount: 0.9405, reward_arr: 0, gv: [0.05124738], vk+1: [0.05176503], vk: [0.05154524], at_first: [-0.00028014], a_t: [-0.00029786]
discount: 0.88454025, reward_arr: -2, gv: [0.05171687], vk+1: [0.05223927], vk: [0.05176503], at_first: [-1.7691231], a_t: [-1.8813432]
discount: 0.8319101051250001, reward_arr: -2, gv: [0.05116948], vk+1: [0.05168634], vk: [0.05223927], at_first: [-1.6647103], a_t: [-3.65137]
discount: 0.7824114538700626, reward_arr: -2, gv: [0.05061273], vk+1: [0.05112397], vk: [0.05168634], at_first: [-1.5656629], a_t: [-5.3160834]
discount: 0.7358579723647939, reward_arr: -2, gv: [0.05109179], vk+1: [0.05160787], vk: [0.05112397], at_first: [-1.4717396], a_t: [-6.8809314]
discount: 0.6920744230090886, reward_arr: -2, gv: [0.05130728], vk+1: [0.05182554], vk: [0.05160787], at_first: [-1.3843569], a_t: [-8.352869]
discount: 0.6508959948400478, reward_arr: -2, gv: [0.05126837], vk+1: [0.05178623], vk: [0.05182554], at_first: [-1.3021547], a_t: [-9.737404]
discount: 0.6121676831470649, reward_arr: -2, gv: [0.05122941], vk+1: [0.05174688], vk: [0.05178623], at_first: [-1.2246763], a_t: [-11.039558]
discount: 0.5757437059998146, reward_arr: -2, gv: [0.05145988], vk+1: [0.05197968], vk: [0.05174688], at_first: [-1.1516527], a_t: [-12.26407]
discount: 0.5414869554928257, reward_arr: -2, gv: [0.05194678], vk+1: [0.05247149], vk: [0.05197968], at_first: [-1.0829917], a_t: [-13.415576]
discount: 0.5092684816410026, reward_arr: -2, gv: [0.05165588], vk+1: [0.05217766], vk: [0.05247149], at_first: [-1.0189523], a_t: [-14.498992]
discount: 0.4789670069833629, reward_arr: -2, gv: [0.05214665], vk+1: [0.05267339], vk: [0.05217766], at_first: [-0.95794886], a_t: [-15.517545]
discount: 0.45046847006785284, reward_arr: -2, gv: [0.05263076], vk+1: [0.05316239], vk: [0.05267339], at_first: [-0.9009562], a_t: [-16.4755]
discount: 0.4236655960988156, reward_arr: -2, gv: [0.05318858], vk+1: [0.05372584], vk: [0.05316239], at_first: [-0.8473201], a_t: [-17.376425]
discount: 0.3984574931309361, reward_arr: -2, gv: [0.0537146], vk+1: [0.05425717], vk: [0.05372584], at_first: [-0.79691947], a_t: [-18.22376]
discount: 0.3747492722896454, reward_arr: -2, gv: [0.05339038], vk+1: [0.05392967], vk: [0.05425717], at_first: [-0.7498234], a_t: [-19.02102]
discount: 0.35245169058841147, reward_arr: -2, gv: [0.05276285], vk+1: [0.05329581], vk: [0.05392967], at_first: [-0.70531464], a_t: [-19.770956]
discount: 0.9405, reward_arr: -2, gv: [0.05171687], vk+1: [0.05223927], vk: [0.05176503], at_first: [-1.8810453], a_t: [-2.0000482]
discount: 0.88454025, reward_arr: -2, gv: [0.05116948], vk+1: [0.05168634], vk: [0.05223927], at_first: [-1.7700268], a_t: [-3.8820543]
discount: 0.8319101051250001, reward_arr: -2, gv: [0.05061273], vk+1: [0.05112397], vk: [0.05168634], at_first: [-1.6647134], a_t: [-5.6520844]
discount: 0.7824114538700626, reward_arr: -2, gv: [0.05109179], vk+1: [0.05160787], vk: [0.05112397], at_first: [-1.5648481], a_t: [-7.3159313]
discount: 0.7358579723647939, reward_arr: -2, gv: [0.05130728], vk+1: [0.05182554], vk: [0.05160787], at_first: [-1.4719372], a_t: [-8.880989]
discount: 0.6920744230090886, reward_arr: -2, gv: [0.05126837], vk+1: [0.05178623], vk: [0.05182554], at_first: [-1.3845345], a_t: [-10.353115]
discount: 0.6508959948400478, reward_arr: -2, gv: [0.05122941], vk+1: [0.05174688], vk: [0.05178623], at_first: [-1.3021545], a_t: [-11.737649]
discount: 0.6121676831470649, reward_arr: -2, gv: [0.05145988], vk+1: [0.05197968], vk: [0.05174688], at_first: [-1.224511], a_t: [-13.039628]
discount: 0.5757437059998146, reward_arr: -2, gv: [0.05194678], vk+1: [0.05247149], vk: [0.05197968], at_first: [-1.1515064], a_t: [-14.263984]
discount: 0.5414869554928257, reward_arr: -2, gv: [0.05165588], vk+1: [0.05217766], vk: [0.05247149], at_first: [-1.0834156], a_t: [-15.415941]
discount: 0.5092684816410026, reward_arr: -2, gv: [0.05214665], vk+1: [0.05267339], vk: [0.05217766], at_first: [-1.0185527], a_t: [-16.498932]
discount: 0.4789670069833629, reward_arr: -2, gv: [0.05263076], vk+1: [0.05316239], vk: [0.05267339], at_first: [-0.95795447], a_t: [-17.51749]
discount: 0.45046847006785284, reward_arr: -2, gv: [0.05318858], vk+1: [0.05372584], vk: [0.05316239], at_first: [-0.90092516], a_t: [-18.475412]
discount: 0.4236655960988156, reward_arr: -2, gv: [0.0537146], vk+1: [0.05425717], vk: [0.05372584], at_first: [-0.84733593], a_t: [-19.376354]
discount: 0.3984574931309361, reward_arr: -2, gv: [0.05339038], vk+1: [0.05392967], vk: [0.05425717], at_first: [-0.7972604], a_t: [-20.224052]
discount: 0.3747492722896454, reward_arr: -2, gv: [0.05276285], vk+1: [0.05329581], vk: [0.05392967], at_first: [-0.7499358], a_t: [-21.021433]
discount: 0.9405, reward_arr: -2, gv: [0.05116948], vk+1: [0.05168634], vk: [0.05223927], at_first: [-1.8820062], a_t: [-2.0010698]
discount: 0.88454025, reward_arr: -2, gv: [0.05061273], vk+1: [0.05112397], vk: [0.05168634], at_first: [-1.7700301], a_t: [-3.8830795]
discount: 0.8319101051250001, reward_arr: -2, gv: [0.05109179], vk+1: [0.05160787], vk: [0.05112397], at_first: [-1.6638471], a_t: [-5.6521883]
