
discount: 0.7824114538700626, reward_arr: -2, gv: [0.05130728], vk+1: [0.05182554], vk: [0.05160787], at_first: [-1.5650581], a_t: [-7.3162584]
discount: 0.7358579723647939, reward_arr: -2, gv: [0.05126837], vk+1: [0.05178623], vk: [0.05182554], at_first: [-1.4721259], a_t: [-8.881517]
discount: 0.6920744230090886, reward_arr: -2, gv: [0.05122941], vk+1: [0.05174688], vk: [0.05178623], at_first: [-1.3845342], a_t: [-10.353643]
discount: 0.6508959948400478, reward_arr: -2, gv: [0.05145988], vk+1: [0.05197968], vk: [0.05174688], at_first: [-1.3019788], a_t: [-11.737991]
discount: 0.6121676831470649, reward_arr: -2, gv: [0.05194678], vk+1: [0.05247149], vk: [0.05197968], at_first: [-1.2243555], a_t: [-13.039804]
discount: 0.5757437059998146, reward_arr: -2, gv: [0.05165588], vk+1: [0.05217766], vk: [0.05247149], at_first: [-1.151957], a_t: [-14.264639]
discount: 0.5414869554928257, reward_arr: -2, gv: [0.05214665], vk+1: [0.05267339], vk: [0.05217766], at_first: [-1.0829908], a_t: [-15.416144]
discount: 0.5092684816410026, reward_arr: -2, gv: [0.05263076], vk+1: [0.05316239], vk: [0.05267339], at_first: [-1.0185586], a_t: [-16.499142]
discount: 0.4789670069833629, reward_arr: -2, gv: [0.05318858], vk+1: [0.05372584], vk: [0.05316239], at_first: [-0.95792145], a_t: [-17.517666]
discount: 0.45046847006785284, reward_arr: -2, gv: [0.0537146], vk+1: [0.05425717], vk: [0.05372584], at_first: [-0.900942], a_t: [-18.475605]
discount: 0.4236655960988156, reward_arr: -2, gv: [0.05339038], vk+1: [0.05392967], vk: [0.05425717], at_first: [-0.84769845], a_t: [-19.376932]
discount: 0.3984574931309361, reward_arr: -2, gv: [0.05276285], vk+1: [0.05329581], vk: [0.05392967], at_first: [-0.7973799], a_t: [-20.224758]
discount: 0.9405, reward_arr: -2, gv: [0.05061273], vk+1: [0.05112397], vk: [0.05168634], at_first: [-1.8820097], a_t: [-2.0010736]
discount: 0.88454025, reward_arr: -2, gv: [0.05109179], vk+1: [0.05160787], vk: [0.05112397], at_first: [-1.769109], a_t: [-3.882104]
discount: 0.8319101051250001, reward_arr: -2, gv: [0.05130728], vk+1: [0.05182554], vk: [0.05160787], at_first: [-1.6640704], a_t: [-5.65145]
discount: 0.7824114538700626, reward_arr: -2, gv: [0.05126837], vk+1: [0.05178623], vk: [0.05182554], at_first: [-1.5652589], a_t: [-7.315734]
discount: 0.7358579723647939, reward_arr: -2, gv: [0.05122941], vk+1: [0.05174688], vk: [0.05178623], at_first: [-1.4721258], a_t: [-8.880993]
discount: 0.6920744230090886, reward_arr: -2, gv: [0.05145988], vk+1: [0.05197968], vk: [0.05174688], at_first: [-1.3843476], a_t: [-10.352921]
discount: 0.6508959948400478, reward_arr: -2, gv: [0.05194678], vk+1: [0.05247149], vk: [0.05197968], at_first: [-1.3018135], a_t: [-11.737092]
discount: 0.6121676831470649, reward_arr: -2, gv: [0.05165588], vk+1: [0.05217766], vk: [0.05247149], at_first: [-1.2248346], a_t: [-13.039415]
discount: 0.5757437059998146, reward_arr: -2, gv: [0.05214665], vk+1: [0.05267339], vk: [0.05217766], at_first: [-1.1515054], a_t: [-14.263769]
discount: 0.5414869554928257, reward_arr: -2, gv: [0.05263076], vk+1: [0.05316239], vk: [0.05267339], at_first: [-1.0829971], a_t: [-15.415281]
discount: 0.5092684816410026, reward_arr: -2, gv: [0.05318858], vk+1: [0.05372584], vk: [0.05316239], at_first: [-1.0185236], a_t: [-16.498241]
discount: 0.4789670069833629, reward_arr: -2, gv: [0.0537146], vk+1: [0.05425717], vk: [0.05372584], at_first: [-0.9579394], a_t: [-17.516785]
discount: 0.45046847006785284, reward_arr: -2, gv: [0.05339038], vk+1: [0.05392967], vk: [0.05425717], at_first: [-0.9013275], a_t: [-18.475134]
discount: 0.4236655960988156, reward_arr: -2, gv: [0.05276285], vk+1: [0.05329581], vk: [0.05392967], at_first: [-0.8478255], a_t: [-19.376596]
discount: 0.9405, reward_arr: -2, gv: [0.05109179], vk+1: [0.05160787], vk: [0.05112397], at_first: [-1.8810303], a_t: [-2.0000322]
discount: 0.88454025, reward_arr: -2, gv: [0.05130728], vk+1: [0.05182554], vk: [0.05160787], at_first: [-1.7693465], a_t: [-3.881315]
discount: 0.8319101051250001, reward_arr: -2, gv: [0.05126837], vk+1: [0.05178623], vk: [0.05182554], at_first: [-1.6642838], a_t: [-5.6508884]
discount: 0.7824114538700626, reward_arr: -2, gv: [0.05122941], vk+1: [0.05174688], vk: [0.05178623], at_first: [-1.5652586], a_t: [-7.315172]
discount: 0.7358579723647939, reward_arr: -2, gv: [0.05145988], vk+1: [0.05197968], vk: [0.05174688], at_first: [-1.4719272], a_t: [-8.880219]
discount: 0.6920744230090886, reward_arr: -2, gv: [0.05194678], vk+1: [0.05247149], vk: [0.05197968], at_first: [-1.3841716], a_t: [-10.351959]
discount: 0.6508959948400478, reward_arr: -2, gv: [0.05165588], vk+1: [0.05217766], vk: [0.05247149], at_first: [-1.3023229], a_t: [-11.736672]
discount: 0.6121676831470649, reward_arr: -2, gv: [0.05214665], vk+1: [0.05267339], vk: [0.05217766], at_first: [-1.2243543], a_t: [-13.038485]
discount: 0.5757437059998146, reward_arr: -2, gv: [0.05263076], vk+1: [0.05316239], vk: [0.05267339], at_first: [-1.151512], a_t: [-14.262846]
discount: 0.5414869554928257, reward_arr: -2, gv: [0.05318858], vk+1: [0.05372584], vk: [0.05316239], at_first: [-1.0829598], a_t: [-15.414318]
discount: 0.5092684816410026, reward_arr: -2, gv: [0.0537146], vk+1: [0.05425717], vk: [0.05372584], at_first: [-1.0185426], a_t: [-16.497297]
discount: 0.4789670069833629, reward_arr: -2, gv: [0.05339038], vk+1: [0.05392967], vk: [0.05425717], at_first: [-0.9583492], a_t: [-17.516275]
discount: 0.45046847006785284, reward_arr: -2, gv: [0.05276285], vk+1: [0.05329581], vk: [0.05392967], at_first: [-0.90146255], a_t: [-18.474768]
discount: 0.9405, reward_arr: -2, gv: [0.05130728], vk+1: [0.05182554], vk: [0.05160787], at_first: [-1.8812828], a_t: [-2.0003006]
discount: 0.88454025, reward_arr: -2, gv: [0.05126837], vk+1: [0.05178623], vk: [0.05182554], at_first: [-1.7695733], a_t: [-3.8818247]
discount: 0.8319101051250001, reward_arr: -2, gv: [0.05122941], vk+1: [0.05174688], vk: [0.05178623], at_first: [-1.6642836], a_t: [-5.6513977]
discount: 0.7824114538700626, reward_arr: -2, gv: [0.05145988], vk+1: [0.05197968], vk: [0.05174688], at_first: [-1.5650475], a_t: [-7.315457]
discount: 0.7358579723647939, reward_arr: -2, gv: [0.05194678], vk+1: [0.05247149], vk: [0.05197968], at_first: [-1.4717401], a_t: [-8.880305]
discount: 0.6920744230090886, reward_arr: -2, gv: [0.05165588], vk+1: [0.05217766], vk: [0.05247149], at_first: [-1.3847133], a_t: [-10.352621]
discount: 0.6508959948400478, reward_arr: -2, gv: [0.05214665], vk+1: [0.05267339], vk: [0.05217766], at_first: [-1.3018122], a_t: [-11.736792]
discount: 0.6121676831470649, reward_arr: -2, gv: [0.05263076], vk+1: [0.05316239], vk: [0.05267339], at_first: [-1.2243614], a_t: [-13.038611]
discount: 0.5757437059998146, reward_arr: -2, gv: [0.05318858], vk+1: [0.05372584], vk: [0.05316239], at_first: [-1.1514723], a_t: [-14.262931]
discount: 0.5414869554928257, reward_arr: -2, gv: [0.0537146], vk+1: [0.05425717], vk: [0.05372584], at_first: [-1.08298], a_t: [-15.414425]
discount: 0.5092684816410026, reward_arr: -2, gv: [0.05339038], vk+1: [0.05392967], vk: [0.05425717], at_first: [-1.0189784], a_t: [-16.497868]
discount: 0.4789670069833629, reward_arr: -2, gv: [0.05276285], vk+1: [0.05329581], vk: [0.05392967], at_first: [-0.9584929], a_t: [-17.516998]
discount: 0.9405, reward_arr: -2, gv: [0.05126837], vk+1: [0.05178623], vk: [0.05182554], at_first: [-1.8815241], a_t: [-2.0005572]
discount: 0.88454025, reward_arr: -2, gv: [0.05122941], vk+1: [0.05174688], vk: [0.05178623], at_first: [-1.7695732], a_t: [-3.882081]
discount: 0.8319101051250001, reward_arr: -2, gv: [0.05145988], vk+1: [0.05197968], vk: [0.05174688], at_first: [-1.664059], a_t: [-5.6514153]
discount: 0.7824114538700626, reward_arr: -2, gv: [0.05194678], vk+1: [0.05247149], vk: [0.05197968], at_first: [-1.5648487], a_t: [-7.315263]
discount: 0.7358579723647939, reward_arr: -2, gv: [0.05165588], vk+1: [0.05217766], vk: [0.05247149], at_first: [-1.4723161], a_t: [-8.880724]
discount: 0.6920744230090886, reward_arr: -2, gv: [0.05214665], vk+1: [0.05267339], vk: [0.05217766], at_first: [-1.3841703], a_t: [-10.352463]
discount: 0.6508959948400478, reward_arr: -2, gv: [0.05263076], vk+1: [0.05316239], vk: [0.05267339], at_first: [-1.3018198], a_t: [-11.736641]
discount: 0.6121676831470649, reward_arr: -2, gv: [0.05318858], vk+1: [0.05372584], vk: [0.05316239], at_first: [-1.2243192], a_t: [-13.038416]
discount: 0.5757437059998146, reward_arr: -2, gv: [0.0537146], vk+1: [0.05425717], vk: [0.05372584], at_first: [-1.1514939], a_t: [-14.262758]
discount: 0.5414869554928257, reward_arr: -2, gv: [0.05339038], vk+1: [0.05392967], vk: [0.05425717], at_first: [-1.0834434], a_t: [-15.414745]
discount: 0.5092684816410026, reward_arr: -2, gv: [0.05276285], vk+1: [0.05329581], vk: [0.05392967], at_first: [-1.0191312], a_t: [-16.498352]
discount: 0.9405, reward_arr: -2, gv: [0.05122941], vk+1: [0.05174688], vk: [0.05178623], at_first: [-1.8815238], a_t: [-2.000557]
discount: 0.88454025, reward_arr: -2, gv: [0.05145988], vk+1: [0.05197968], vk: [0.05174688], at_first: [-1.7693344], a_t: [-3.8818269]
discount: 0.8319101051250001, reward_arr: -2, gv: [0.05194678], vk+1: [0.05247149], vk: [0.05197968], at_first: [-1.6638477], a_t: [-5.6509366]
discount: 0.7824114538700626, reward_arr: -2, gv: [0.05165588], vk+1: [0.05217766], vk: [0.05247149], at_first: [-1.565461], a_t: [-7.3154354]
discount: 0.7358579723647939, reward_arr: -2, gv: [0.05214665], vk+1: [0.05267339], vk: [0.05217766], at_first: [-1.4717387], a_t: [-8.880282]
discount: 0.6920744230090886, reward_arr: -2, gv: [0.05263076], vk+1: [0.05316239], vk: [0.05267339], at_first: [-1.3841784], a_t: [-10.35203]
discount: 0.6508959948400478, reward_arr: -2, gv: [0.05318858], vk+1: [0.05372584], vk: [0.05316239], at_first: [-1.301775], a_t: [-11.73616]
discount: 0.6121676831470649, reward_arr: -2, gv: [0.0537146], vk+1: [0.05425717], vk: [0.05372584], at_first: [-1.2243422], a_t: [-13.03796]
discount: 0.5757437059998146, reward_arr: -2, gv: [0.05339038], vk+1: [0.05392967], vk: [0.05425717], at_first: [-1.1519866], a_t: [-14.262826]
discount: 0.5414869554928257, reward_arr: -2, gv: [0.05276285], vk+1: [0.05329581], vk: [0.05392967], at_first: [-1.0836058], a_t: [-15.414986]
discount: 0.9405, reward_arr: -2, gv: [0.05145988], vk+1: [0.05197968], vk: [0.05174688], at_first: [-1.88127], a_t: [-2.000287]
discount: 0.88454025, reward_arr: -2, gv: [0.05194678], vk+1: [0.05247149], vk: [0.05197968], at_first: [-1.7691096], a_t: [-3.881318]
discount: 0.8319101051250001, reward_arr: -2, gv: [0.05165588], vk+1: [0.05217766], vk: [0.05247149], at_first: [-1.6644988], a_t: [-5.65112]
discount: 0.7824114538700626, reward_arr: -2, gv: [0.05214665], vk+1: [0.05267339], vk: [0.05217766], at_first: [-1.5648471], a_t: [-7.314966]
discount: 0.7358579723647939, reward_arr: -2, gv: [0.05263076], vk+1: [0.05316239], vk: [0.05267339], at_first: [-1.4717473], a_t: [-8.879823]
discount: 0.6920744230090886, reward_arr: -2, gv: [0.05318858], vk+1: [0.05372584], vk: [0.05316239], at_first: [-1.3841307], a_t: [-10.35152]
discount: 0.6508959948400478, reward_arr: -2, gv: [0.0537146], vk+1: [0.05425717], vk: [0.05372584], at_first: [-1.3017993], a_t: [-11.735676]
discount: 0.6121676831470649, reward_arr: -2, gv: [0.05339038], vk+1: [0.05392967], vk: [0.05425717], at_first: [-1.224866], a_t: [-13.038033]
discount: 0.5757437059998146, reward_arr: -2, gv: [0.05276285], vk+1: [0.05329581], vk: [0.05392967], at_first: [-1.1521592], a_t: [-14.2630825]
discount: 0.9405, reward_arr: -2, gv: [0.05194678], vk+1: [0.05247149], vk: [0.05197968], at_first: [-1.881031], a_t: [-2.000033]
discount: 0.88454025, reward_arr: -2, gv: [0.05165588], vk+1: [0.05217766], vk: [0.05247149], at_first: [-1.769802], a_t: [-3.8818002]
discount: 0.8319101051250001, reward_arr: -2, gv: [0.05214665], vk+1: [0.05267339], vk: [0.05217766], at_first: [-1.663846], a_t: [-5.650908]
discount: 0.7824114538700626, reward_arr: -2, gv: [0.05263076], vk+1: [0.05316239], vk: [0.05267339], at_first: [-1.5648563], a_t: [-7.314764]
discount: 0.7358579723647939, reward_arr: -2, gv: [0.05318858], vk+1: [0.05372584], vk: [0.05316239], at_first: [-1.4716966], a_t: [-8.879566]
discount: 0.6920744230090886, reward_arr: -2, gv: [0.0537146], vk+1: [0.05425717], vk: [0.05372584], at_first: [-1.3841566], a_t: [-10.351291]
discount: 0.6508959948400478, reward_arr: -2, gv: [0.05339038], vk+1: [0.05392967], vk: [0.05425717], at_first: [-1.3023562], a_t: [-11.736039]
discount: 0.6121676831470649, reward_arr: -2, gv: [0.05276285], vk+1: [0.05329581], vk: [0.05392967], at_first: [-1.2250496], a_t: [-13.03859]
discount: 0.9405, reward_arr: -2, gv: [0.05165588], vk+1: [0.05217766], vk: [0.05247149], at_first: [-1.8817672], a_t: [-2.0008156]
discount: 0.88454025, reward_arr: -2, gv: [0.05214665], vk+1: [0.05267339], vk: [0.05217766], at_first: [-1.7691079], a_t: [-3.881845]
discount: 0.8319101051250001, reward_arr: -2, gv: [0.05263076], vk+1: [0.05316239], vk: [0.05267339], at_first: [-1.6638558], a_t: [-5.6509633]
discount: 0.7824114538700626, reward_arr: -2, gv: [0.05318858], vk+1: [0.05372584], vk: [0.05316239], at_first: [-1.5648024], a_t: [-7.3147616]
discount: 0.7358579723647939, reward_arr: -2, gv: [0.0537146], vk+1: [0.05425717], vk: [0.05372584], at_first: [-1.4717242], a_t: [-8.879593]
discount: 0.6920744230090886, reward_arr: -2, gv: [0.05339038], vk+1: [0.05392967], vk: [0.05425717], at_first: [-1.3847488], a_t: [-10.351947]
discount: 0.6508959948400478, reward_arr: -2, gv: [0.05276285], vk+1: [0.05329581], vk: [0.05392967], at_first: [-1.3025515], a_t: [-11.736903]
discount: 0.9405, reward_arr: -2, gv: [0.05214665], vk+1: [0.05267339], vk: [0.05217766], at_first: [-1.8810292], a_t: [-2.000031]
discount: 0.88454025, reward_arr: -2, gv: [0.05263076], vk+1: [0.05316239], vk: [0.05267339], at_first: [-1.7691183], a_t: [-3.881071]
discount: 0.8319101051250001, reward_arr: -2, gv: [0.05318858], vk+1: [0.05372584], vk: [0.05316239], at_first: [-1.6637985], a_t: [-5.6501284]
discount: 0.7824114538700626, reward_arr: -2, gv: [0.0537146], vk+1: [0.05425717], vk: [0.05372584], at_first: [-1.5648317], a_t: [-7.313958]
discount: 0.7358579723647939, reward_arr: -2, gv: [0.05339038], vk+1: [0.05392967], vk: [0.05425717], at_first: [-1.4723538], a_t: [-8.879459]
discount: 0.6920744230090886, reward_arr: -2, gv: [0.05276285], vk+1: [0.05329581], vk: [0.05392967], at_first: [-1.3849564], a_t: [-10.352034]
discount: 0.9405, reward_arr: -2, gv: [0.05263076], vk+1: [0.05316239], vk: [0.05267339], at_first: [-1.8810402], a_t: [-2.0000427]
discount: 0.88454025, reward_arr: -2, gv: [0.05318858], vk+1: [0.05372584], vk: [0.05316239], at_first: [-1.7690573], a_t: [-3.8810182]
discount: 0.8319101051250001, reward_arr: -2, gv: [0.0537146], vk+1: [0.05425717], vk: [0.05372584], at_first: [-1.6638296], a_t: [-5.6501083]
discount: 0.7824114538700626, reward_arr: -2, gv: [0.05339038], vk+1: [0.05392967], vk: [0.05425717], at_first: [-1.5655012], a_t: [-7.3146496]
discount: 0.7358579723647939, reward_arr: -2, gv: [0.05276285], vk+1: [0.05329581], vk: [0.05392967], at_first: [-1.4725746], a_t: [-8.880385]
